id,sum,text
13204,930,восточный сладость халва
13205,2790,травяной чай
13206,3830000,обеспечительный платёж вилла
13207,3420,гос пошлина
13208,3620,набор подарочный pantene pro aqua light шампунь бальзам amount_tag amount_tag
13209,279000000,возврат денежный средство договор заём no_nds_tag
13210,3800000,дог финансовый аренда акт приём передача yes_nds_tag
13211,2260,желудки куриный петелинка мышечный охлажденные amount_tag
13212,1360,столовый бальзамический уксус
13213,1190000,пополнение оборотный средство no_nds_tag
13214,2850000,жктм yes_nds_tag
13215,1330,бульон роллтон домашний куриный amount_tag
13216,44200,оказание услуга
13217,3960,налог
13218,3310000,предоставление кредит приобретение транспортный средство
13219,16800,покупка непродовольственный товар связать предпринимательский деятельность
13220,39700,транспортировка перевозка грузовой транспорт address_tag address_tag
13221,2660000,договор процентный заём no_nds_tag
13222,37300,консультирование сфера информационный технология
13223,49700,алименты
13224,2850,комиссия справка движеини счёт обороты письменный запрос клиент согласно
13225,3380,смесь сухой maggi второй плов курица amount_tag
13226,26800,оказание прочих услуга
13227,3090,форма liberhaus запекание прямоугольная ручка amount_tag ассортимент
13228,3740,тарелка одноразовый econta белый amount_tag amount_tag
13229,1070,государственный пошлина
13230,3340000,договор процентный заём no_nds_tag
13231,3610000,предоставление кредит договроу приобретение транспортный средство
13232,67000000,предоставление денежный средство договор заём no_nds_tag
13233,5500,бетон марка yes_nds_tag
13234,40000,оказание прочих услуга
13235,4370,перевод
13236,850,гос услуга
13237,3640,государственный пошлина
13238,4530000,долевой инвестирование жилищный строительство
13239,9300,бронирование отель address_tag договор
13240,3600,кондиционер бельё вернель свежий бриз концентрированный amount_tag
13241,23700,пищев добавка ев курс yes_nds_tag
13242,1210000,договор лизинг акт приём передача yes_nds_tag
13243,3450,консульский сбор
13244,35400,red bull no_nds_tag
13245,2370,комиссия организация сделка дог лизинг yes_nds_tag
13246,4360000,насос частичный yes_nds_tag
13247,27400,лечение
13248,3030,зелный чай
13249,2790,комиссия справка движение счёт обороты письменный запрос клиент согласно
13250,3770000,аванс гсм сумма yes_nds_tag
13251,2070,чай ассорти
13252,4490,кофе зерно yes_nds_tag
13253,1130000,транспортный услуга yes_nds_tag
13254,2870000,акт сверка рамка договроа лизинг yes_nds_tag
13255,4120000,дог финансовый аренда акт приём передача yes_nds_tag
13256,2940,салфетки tolli classic бумажный универсальные ассортимент amount_tag
13257,3810,фасоль продовольственный amount_tag
13258,2350000,покупка продовольственный товар
13259,4500000,транспортный услуга yes_nds_tag
13260,1000000,сброс загрязнять вещество
13261,4740,гречка ядрица amount_tag
13262,3500,комиссия организация сделка дог лизинг yes_nds_tag
13263,780,салфетки tolli plus влажный универсальные антибактериальный эффект amount_tag
13264,38700,возмещаемые расход yes_nds_tag
13265,3290000,договор процентный заём no_nds_tag
13266,39500,тур поездка
13267,2620,комиссия платёж валюта российский федерация лицо другие кредитный организация
13268,16700,возмещаемые расход yes_nds_tag
13269,4950,горошек global village selection зеленый amount_tag
13270,4220,государственный пошлина
13271,2310,травяной чай
13272,394000000,возврат денежный средство договор заём no_nds_tag
13273,332000000,возврат денежный средство договор заём no_nds_tag
13274,1300,консульский сбор
13275,4680,штраф
13276,7300,авиабилет проживание основание
13277,1780000,акт сверка рамка договор лизинг yes_nds_tag
13278,4420000,предоставление кредит нецелевой кредит
13279,2920,печение крекер
13280,16400,покупка авиабилет address_tag дон address_tag
13281,411000000,возврат денежный средство договор заём no_nds_tag
13282,4170,печень цыплёнок петелинка охлажденная amount_tag
13283,2320000,паевой взнос жилищно строительный коопертаив цель приобретение право собственность жилой помещение address_tag
13284,1420000,предоплата дог раствор водный натриевый соль полиакриловый кислота yes_nds_tag
13285,28400,покупка орг техника
13286,3820,перевод собственный средство
13287,25600,акт транспортный услуга yes_nds_tag
13288,4400,собственный средство
13289,30300,red bull no_nds_tag
13290,1580000,предоставление кредит приобретение товар длительный пользование
13291,570,конфета коробка
13292,269000000,возврат денежный средство договор заём no_nds_tag
13293,3510,соль экстра выварочный пищевой amount_tag
13294,680,налог
13295,990000,услуга yes_nds_tag перевозка груз
13296,23800,консультация юрист
13297,2590,штраф
13298,44900,участие конференция address_tag
13299,22900,минеральный питьевой вода no_nds_tag
13300,3890,соление протератя ягода
13301,4320,пломбир коровка кореновки стаканчик бзмж amount_tag
13302,2060000,предоставление кредит нецелевой кредит
13303,48900,участие конференция address_tag
13304,1740,конфета milla vanilla кокосовый стружка amount_tag
13305,8900,минеральный питьевой вода no_nds_tag
13306,470000000,возврат денежный средство договор заём no_nds_tag
13307,1940,наолгов
13308,102000000,приобретение недвижимость address_tag
13309,48900,аренда машина автомобиль
13310,20500,консультирование сфера информационный технология
13311,23100,авиабилет проживание основание
13312,810000,договор процентный заём no_nds_tag
13313,2140000,нутсафлор yes_nds_tag
13314,4060000,сырье пвад yes_nds_tag
13315,28600,медицинский обслуживание
13316,455000000,дкп коттедж посёлок благовещенский
13317,48800,акт транспортный услуга yes_nds_tag
13318,590,штраф
13319,16400,лечение
13320,3780,комиссия справка наличие отсутствие ссудный задолженность письменный запрос клиент
13321,1290,мандарин мини
13322,1850000,предоставление кредит приобретение товар длительный пользование
13323,7600,доплата янврая аренда помещение июнь address_tag
13324,1230000,услуга yes_nds_tag перевозка груз
13325,2090,крабовый мясо русский море имитация охладить amount_tag
13326,4180000,окончательный расчёт акт приём передача договор лизинг yes_nds_tag
13327,38700,транспортировка перевозка железный дорога address_tag address_tag
13328,21700,red bull no_nds_tag
13329,39800,транспортный услуга no_nds_tag
13330,1640000,договор процентный заём no_nds_tag
13331,810000,договор дымовские колбаса yes_nds_tag
13332,1260,гостиница россия address_tag
13333,3140,уход стиральный машина
13334,11500,транспортировка перевозка водный транспорт address_tag address_tag
13335,1940000,предоставление кредит приобретение недвижимость
13336,479000000,счёт яхта катер midnight express fl
13337,3640,зубной паста colgate защита кариес свежий мята amount_tag
13338,20800,возмещение расход страхование осаго договор лизинг сумма no_nds_tag
13339,4060,печение крекер
13340,4700,комиссия платёж валюта российский федерация лицо другие кредитный организация
13341,3980,семечки подсолнух мартин полосатые соль amount_tag
13342,69000000,возврат денежный средство договор заём no_nds_tag
13343,1930000,договор лизинг акт приём передача yes_nds_tag
13344,16300,ндс комиссия акб первый банк ао выполнение функция агент валютный контроль
13345,2870,банковский сбор налог ндс
13346,4320,комиссия платёж валюта российский федерация лицо другие кредитный организация
13347,3330,спичка пыл жар хозяйственный amount_tag
13348,41700,товарой накладный штук пачка кофе lavaza yes_nds_tag
13349,1480,перевод
13350,39100,покупка непродовольственный товар связать предпринимательский деятельность
13351,2700000,обеспечительный платёж вилла
13352,1800,перевод собственный средство собственный счёт
13353,15500,алименты
13354,35500,абхазсие мандарины yes_nds_tag
13355,11800,покупка непродовольственный товар связать предпринимательский деятельность
13356,670000,строительный работа address_tag
13357,2720,минеральный питьевой вода no_nds_tag
13358,6000,авиабилет проживание основание
13359,1010,лист лавровый красный цена amount_tag
13360,13800,счёт фактура фитингиметизы yes_nds_tag
13361,3500000,договор процентный заём no_nds_tag
13362,46700,информационный услуга
13363,16300,акт транспортный услуга yes_nds_tag
13364,24600,покупка непродовольственный товар связать предпринимательский деятельность
13365,17100,услуга yes_nds_tag
13366,630,антистатик лир amount_tag
13367,22000,возмещаемые расход yes_nds_tag
13368,49400,участие конференция address_tag
13369,3130000,покупка продовольственный товар
13370,17800,возмещаемые расход yes_nds_tag
13371,2560000,предоплата раствор водный натриевый соль полиакриловый кислота yes_nds_tag
13372,4740000,долевой инвестирование жилищный строительство
13373,24400,авиабилет проживание основание
13374,1620,кофе капсулах
13375,4620,филе куриный охладить
13376,3370,гос пошлина
13377,28200,доставка транспорт address_tag address_tag
13378,35000,мясной деликатес yes_nds_tag
13379,1440000,рамка договор финансовый аренда yes_nds_tag
13380,2410000,договор процентный заём no_nds_tag
13381,4320,гостиница россия address_tag
13382,15100,доплата аренда помещение сентябрь address_tag
13383,45200,покупка непродовольственный товар связать предпринимательский деятельность
13384,1620000,сырь пищевой промышленность yes_nds_tag
13385,1650000,покупка продовольственный товар
13386,492000000,догвору купля продажа вилла address_tag
13387,22400,комиссия акб первый банк ао выдача носитель ключ эп система интернет клиент no_nds_tag
13388,2610,консульский сбор
13389,1180,налог
13390,680,кофе молотый venetto raffinato жареный капсулах amount_tag
13391,13400,юридический услуга
13392,4660000,аренда помещение договор субаренда
13393,37500,пищев добавка ев курс yes_nds_tag
13394,4390000,предоставление кредит приобретение товар длительный пользование
13395,1550000,договор лизинг акт приём передача yes_nds_tag
13396,490000000,догвору купля продажа вилла address_tag
13397,1330000,предоплата раствор водный натриевый соль полиакриловый кислота yes_nds_tag
13398,43100,размещение реклама
13399,8900,услуга yes_nds_tag
13400,1490,паштет гастроном фермерский печёночный зелень укроп amount_tag
13401,4870,фольга алюминиевый liberhaus бытовая особо толщина микрон amount_tag
13402,2560,круассан days крем какао amount_tag
13403,42200,консультация юрист
13404,3870,дезодорант антиперспирант рексона женский спрей яркий букет amount_tag
13405,5800,бронирование отель address_tag
13406,486000000,предоставление денежный средство договор заём no_nds_tag
13407,2730000,договор процентный заём no_nds_tag
13408,3080000,предоставление кредит приобретение транспортный средство
13409,2790000,рамка договор финансовый аренда yes_nds_tag
13410,1200,консульский сбор
13411,2520000,предоставление кредит нецелевой кредит
13412,540,чай зелёный curtis fresh mojito amount_tag
13413,408000000,возврат денежный средство договор заём no_nds_tag
13414,8800,дачисление средство текущий основание распоряжение списание ин валюта трансферный
13415,35600,покупка непродовольственный товар связать предпринимательский деятельность
13416,1690000,покупка продовольственный товар
13417,4190,ролик econta чистка одежда ассортимент
13418,25800,оказание услуга
13419,2310000,предоставление кредит нецелевой кредит
13420,37100,юридический услуга
13421,540000,долевой инвестироавние жилищный строительство
13422,4610,сахар селяночка белый amount_tag
13423,43300,минеральный питьевой вода no_nds_tag
13424,14100,выплата содержание родный ребёнок
13425,3170000,лизинговый платёж yes_nds_tag
13426,1010,собств средство
13427,4090000,предоставление кредит приобретение недвижимость
13428,1660000,транспортный услуга yes_nds_tag
13429,4790,форель fish house слабосоленая филе кусок amount_tag
13430,2590000,нутсафлор yes_nds_tag
13431,4990,набор подарочный lava lava новогодний amount_tag
13432,1480,чай зелёный greenfield green melissa amount_tag
13433,4910000,договор процентный заём no_nds_tag
13434,7800,доставка автомобиль address_tag address_tag
13435,10000,юридический услуга
13436,3310,перевод
13437,1790,горох скайфуд колотый шлифованный amount_tag
13438,2990,ананас global village кусочек сироп amount_tag
13439,3140,государственный пошлина
13440,1380,комиссия справка наличие отсутствие ссудный задолженность письменный запрос клиент
13441,212000000,дкп коттедж посёлок благовещенский
13442,3550,кукурузный масло
13443,5600,транспортировка перевозка железный дорога address_tag address_tag
13444,2370,печень говяжья замороженная
13445,3020000,дог финансовый аренда акт приём передача yes_nds_tag
13446,2290000,предоплата раствор водный натриевый соль полиакриловый кислота yes_nds_tag
13447,2450,рукав запекание econta amount_tag
13448,1150000,игристый вино asti yes_nds_tag
13449,8600,amount_tag мкр фильтрпресса yes_nds_tag
13450,17900,информационный услуга
13451,3400,налог
13452,2590000,строительный работа адерсу address_tag посад светлый ул
13453,4900,набор bodyart бомбочка ванна amount_tag
13454,13200,услуга yes_nds_tag
13455,86000000,догвору купля продажа вилла address_tag
13456,92000000,счёт яхта катер midnight express fl
13457,28200,покупка непродовольственный товар связать предпринимательский деятельность
13458,49100,оказание услуга
13459,2800000,договор лизинг акт приём передача yes_nds_tag
13460,2310,коммунальный услуга
13461,3670,банковский сбор налог ндс
13462,20100,услуга yes_nds_tag
13463,2940000,нутсафлор yes_nds_tag
13464,47300,транспортировка перевозка железный дорога address_tag address_tag новгород
13465,3940,налог
13466,2960,мыло хозяйственный
13467,2600,консервы рыба морепродукт
13468,2720,подушечка любятово шоколадный начинка amount_tag
13469,33500,транспортировка перевозка грузовой транспорт address_tag address_tag
13470,348000000,возврат денежный средство договор заём no_nds_tag
13471,1590,крем мыло duru арбуз экстракт алоэ amount_tag
13472,530,форма liberhaus запекание круглый ассортимент
13473,3490000,договор процентный заём no_nds_tag
13474,5000,салфетки tolli plus бумажный ассортимент amount_tag
13475,45900,консультирование сфера информационный технология
13476,2830,перевод собственный средство
13477,2430000,запчасть договор поставка гбд ао автодом ауди
13478,21500,тур поездка
13479,4090,какао порошок золотой ярлык amount_tag
13480,399000000,предоставление денежный средство договор заём no_nds_tag
13481,15900,выплата содержание родный ребёнок
13482,3620000,договор процентный заём no_nds_tag
13483,1960000,запчасть договор поставка гбд ао автодом ауди
13484,540,горошек global village зелёный мозговой сорт amount_tag
13485,3080,гос услуга
13486,1880,кофе зерно bushido sensei amount_tag
13487,2510,налог
13488,4100,консульский сбор
13489,24700,возмещение расход страхование осаго договор лизинг сумма no_nds_tag
13490,39200,мкр фильтрпресса yes_nds_tag
13491,3920000,жктм yes_nds_tag
13492,2610,спичка пыл жар хозяйственный amount_tag
13493,22900,тур поездка
13494,18200,акт транспортный услуга налогандс
13495,3070,масло олейна подсолнечный рафинированный дезодорированное amount_tag
13496,154000000,предвариельному кватриру жк address_tag
13497,1630000,насос частичный yes_nds_tag
13498,25700,возмещаемые расход yes_nds_tag
13499,30100,комиссия выполнение функция агент валютный контроль операция рамка контракт кредитный обслуживание
13500,610,кукуруза global village сахарный amount_tag
13501,13300,минеральный питьевой вода no_nds_tag
13502,1880,семечки
13503,930000,покупка продовольственный товар
13504,10500,услуга yes_nds_tag
13505,46900,оказание прочих услуга
13506,2990000,покупка продовольственный товар
13507,14300,amount_tag согл amount_tag счёт фактура
13508,12000,услуга yes_nds_tag
13509,27600,аренда машина автомобиль договор
13510,256000000,догвору купля продажа вилла address_tag
13511,520,крем мыло grass milana fruit bubbles жидкий увлажнять amount_tag
13512,4460,крем бархатный ручка питательный рука масло ши amount_tag
13513,3770,товар уход автомобиль
13514,800,гос услуга
13515,3660,штраф
13516,3900,подсолнечный масло
13517,45500,доставка транспорт address_tag address_tag петербург
13518,3900,шоколад kinder сюрприз игрушка внутри amount_tag
13519,580000,сырье пвад yes_nds_tag
13520,3400,аксессуар стирка
13521,3360,штраф
13522,2790000,насос частичный yes_nds_tag
13523,3180000,дог финансовый аренда акт приём передача yes_nds_tag
13524,1270,жироудалитель liberhaus amount_tag
13525,24300,программирование блок фара mercedes vin работа выполняться
13526,4280,средство dr aktiv чистить удаление жир нагар коптои amount_tag
13527,3740000,предоплата автозапчасти год
13528,3320,гос пошлина
13529,4470000,сброс загрязнять вещество
13530,24700,транспортировка перевозка автомобиль address_tag зуево address_tag
13531,4870,перевод собственный средство
13532,1360000,лизинговый платёж yes_nds_tag
13533,3900,палочка кукурузный кузя лакомкин сладкий amount_tag
13534,4970,рис круглозернистый шлифованный amount_tag
13535,4360,кофе зерно yes_nds_tag
13536,44300,консультирование сфера информационный технология
13537,3870000,договор процентный заём no_nds_tag
13538,4810,банковский сбор налог ндс
13539,4470000,акт сверка рамка договор лизинг yes_nds_tag
13540,4830,конфета snickers minis
13541,2240,травяной чай
13542,3160000,лизинговый платёж yes_nds_tag
13543,26300,минеральный питьевой вода no_nds_tag
13544,1480,мёд медовый край разнотравье цветочный натуральный amount_tag
13545,284000000,возврат денежный средство договор заём no_nds_tag
13546,2520000,предоплата раствор водный натриевый соль полиакриловый кислота yes_nds_tag
13547,2580000,пополнение оборотный средство no_nds_tag
13548,4730,коммунальный услуга
13549,2800,семечки мартин отборные соль amount_tag
13550,15900,консультация юрист
13551,800,крем универсальный evo пантенол amount_tag
13552,1610,текстиль дом
13553,6300,авиабилет проживание основание
13554,3800,коммунальный услуга
13555,31600,дачисление средство текущий основание распоряжение списание ин валюта трансферный
13556,4850000,предоплата раствор водный натриевый соль полиакриловый кислота yes_nds_tag
13557,31100,доставка железный дорога address_tag address_tag петербург
13558,1060,кружка liling jingtao ассортимент amount_tag amount_tag
13559,1760000,аванс гсм сумма yes_nds_tag
13560,3740,освежитель воздух glade океанский оазис amount_tag
13561,2880,конфета рот фронт батончики amount_tag
13562,43900,возмещаемые расход yes_nds_tag
13563,4270000,лизинговый платёж yes_nds_tag
13564,46600,акт транспортный услуга yes_nds_tag
13565,2300000,договор лизинг акт приём передача yes_nds_tag
13566,2420,гос услуга
13567,29700,авиабилет проживание основание
13568,39800,покупка авиабилет address_tag address_tag
13569,1520,налог
13570,1170000,предоставление кредит нецелевой кредит
13571,24700,бухгалтерский сопровождение
13572,5200,частичный костюм фаворит yes_nds_tag
13573,42800,частичный костюм фаворит yes_nds_tag
13574,24700,медицинский обслуживание
13575,710000,паевой взнос жилищно строительный кооператив цель приобретение право собственность жилой помещение address_tag
13576,1200000,строительный работа address_tag
13577,26400,минеральный питьевой вода no_nds_tag
13578,1360,консульский сбор
13579,1450000,дымовские колбаса yes_nds_tag
13580,4120000,аванс гсм сумма yes_nds_tag
13581,1740,гос услуга
13582,5800,доплата аренда помещение август address_tag
13583,3650,налог
13584,28300,бетон марка yes_nds_tag
13585,1950,минеральный питьевой вода no_nds_tag
13586,27300,акт транспортный услуга налогандс
13587,44300,минеральный питьевой вода no_nds_tag
13588,10700,авиабилет проживание основание
13589,108000000,счёт яхта катер midnight express fl
13590,1540,лампочка
13591,4030000,паевой взнос жилищно строительный кооператив цель приобретение право собственность жилой помещение address_tag
13592,3590,консульский сбор
13593,1350,штраф
13594,980,средство чистить liberhaus лимонный свежесть унитаз ассортимент amount_tag
13595,4620,коммунальный услуга
13596,166000000,предоставление денежный средство договор заём no_nds_tag
13597,3380,комиссия срочный платёж валюта российский федерация другие кредитный организация
13598,2590,драже skittles фруктовый вкус amount_tag
13599,3480000,сброс загрязнять вещество
13600,30900,выплата содержание родный ребёнок
13601,32300,red bull no_nds_tag
13602,4580,какао напиток хрутка быстрорастворимый amount_tag
13603,354000000,предоставление денежный средство договор заём no_nds_tag
13604,4250000,предоставление кредит приобретение транспортный средство
13605,940,туалетный бумага papia балийский цветок слой amount_tag
13606,16900,частичный костюм фаворит yes_nds_tag
13607,40900,возмещаемые расход yes_nds_tag
13608,3190000,пополнение оборотный средство no_nds_tag
13609,1240,имбирь kotanyi молотый amount_tag
13610,2030,государственный пошлина
13611,47700,red bull no_nds_tag
13612,39000,информационный услуга
13613,3550,налог
13614,14100,договор мясной деликатес yes_nds_tag
13615,4920,шампунь волос garnier fructis sos восстановление укреплять amount_tag
13616,4530000,рамка договор финансовый аренда yes_nds_tag
13617,161000000,догвору купля продажа вилла address_tag
13618,26000,обучение
13619,12300,возмещение расход страхование осаго договор лизинг сумма no_nds_tag
13620,4740000,дымовские колбаса yes_nds_tag
13621,960000,договор процентный заём no_nds_tag
13622,32700,программирование блок фара mercedes vin работа выполняться
13623,23900,возмещаемые расход yes_nds_tag
13624,1600,коммунальный услуга
13625,700000,предоплата автозапчасти год
13626,4720000,рамка договор финансовый аренда yes_nds_tag
13627,1110,ножка свиной заморозить
13628,3110,контейнер полимербыт свч печь ассортимент amount_tag
13629,890000,договор процентный заём no_nds_tag
13630,8700,выплата содержание родный ребёнок
13631,21600,оказание проичх услуга
13632,4820000,окончательный расчёт акт приём передача договор лизинг yes_nds_tag
13633,890,гос пошлина
13634,4580,гигиенический блок унитаз
13635,39100,консультирование сфера информационный технология
13636,424000000,приобретение недвижимость address_tag договор
13637,3320,перевод
13638,690000,предоплата раствор водный натриевый соль полиакриловый кислота yes_nds_tag
13639,810,коктейль морепродукт fish house рассол amount_tag
13640,13700,оказание прочих услуга
13641,2700000,предоставление кредит приобретение товар длительный пользование
13642,4770,налог
13643,3200,набор рассада кассета торфяной таблетка amount_tag amount_tag
13644,1630,кондиционер бельё делюкс amount_tag
13645,1240,бритва gillette blue ii plus одноразовая amount_tag
13646,1460,фольга алюминиевый econta хранение упаковка продукт amount_tag
13647,32600,аренда машина автомобиль
13648,3830,жевательный мармелад mixbar фруктовый ягодный ассортимент amount_tag
13649,3240000,предоставление кредит приобретение товар длительный пользование
13650,7400,оказание услуга
13651,4030,замороженная птица
13652,1100,перевод собственный средство
13653,1540000,игристый вино asti yes_nds_tag
13654,14500,amount_tag мкр фильтрпресса yes_nds_tag
13655,39500,авиабилет проживание основание
13656,3560,комиссия справка наличие отсутствие ссудный задолженность письменный запрос клиент
13657,36700,услуга yes_nds_tag
13658,47000,оказание прочих услуга
13659,2480000,договор процентный заём no_nds_tag
13660,2270,собств средство
13661,49100,бачисление средство текущий основание распоряжение списание ин валюта трансферный
13662,3230,процент период
13663,2250,кофе зерно venetto натуральный жареный amount_tag
13664,32200,программирование блок фара mercedes vin работа выполняться
13665,3150,штраф
13666,284000000,счёт яхта катер midnight express fl
13667,1250,травяной чай
13668,32600,юридический услуга
13669,17300,гашение процент кредит оао второй банк
13670,12900,оказание услуга
13671,520000,договор процентный заём no_nds_tag
13672,1680,гос пошлина
13673,3220,комиссионный вознаграждение валютный перевод
13674,2420,перец kotanyi душистый горошек amount_tag
13675,2970,коммунальный услуга
13676,12200,размещение реклама
13677,3770,губка обувь econta чёрный amount_tag
13678,690,средство чистин аромат сирени чистить amount_tag
13679,1920000,рамка договор финансовый аренда yes_nds_tag
13680,5000,гачисление средство текущий основание распоряжение списание ин валюта трансферный
13681,41100,участие конференция address_tag амуре
13682,4860,собств средство
13683,381000000,догвору купля продажа вилла address_tag
13684,37000,выплата содержание родный ребёнок
13685,47500,авиабилет проживание основание
13686,2270,морепродукт
13687,3940000,дог финансовый аренда акт приём передача yes_nds_tag
13688,45700,акт транспортный услуга налогандс
13689,29700,возмещаемые расход yes_nds_tag
13690,33500,возмещение расход страхование осаго договор лизинг сумма no_nds_tag
13691,46100,комиссия акб первый банк ао выдача носитель ключ эп система интернет клиент no_nds_tag
13692,3000000,договор процентный заём no_nds_tag
13693,195000000,приобретение недвижимость address_tag
13694,19500,оказание прочих услуга
13695,1570,кофе lebo принц лебо арабика молотый турки amount_tag
13696,43900,оказание услуга
13697,770,освежитель воздух liberhaus тропический остров amount_tag
13698,1920,штраф
13699,27700,транспортировка перевозка автомобиль address_tag address_tag
13700,700000,лизинговый платёж yes_nds_tag
13701,2460,гостиница россия address_tag
13702,34200,консультирование сфера информационный технология
13703,1640,батарейка liberhaus aaa amount_tag
13704,5300,акт транспортный услуга налогандс
13705,20100,аренда машина автомобиль
13706,4160,государственный пошлина
13707,244000000,приобретение недвижимость address_tag
13708,25200,авиабилет проживаине основание
13709,1400,консульский сбор
13710,4480,бобовый
13711,6100,консультирование сфера информационный технология
13712,28600,авиабилет проживание основание
13713,630,лапша доширак быстрый приготовление вкус говядина amount_tag
13714,46400,возмещаемые расход yes_nds_tag
13715,68000000,предоставление денежный средтсв договор заём no_nds_tag
13716,1730000,сырь пищевой промышленность yes_nds_tag
13717,3930000,договор процентный заём no_nds_tag
13718,22700,алименты
13719,3050000,долевой инвестирование жилищный строительство
13720,15100,частичный картон yes_nds_tag
13721,1590,мюсли matti банан шоколад amount_tag
13722,4640,кисель русский продукт клюквенный amount_tag
13723,26100,вачисление средство текущий основание распоряжение списание ин валюта трансферный
13724,12000,мясной деликатес yes_nds_tag
13725,3650,собств средство
13726,49100,оказание услуга
13727,2930,комиссия справка наличие отсутствие ссудный задолженность письменный запрос клиент
13728,940,средство чистить econta сливной бак таблетка
13729,700000,рамка договор финансовый аренда yes_nds_tag
13730,271000000,счёт яхта катер midnight express fl
13731,1990,средство стирка лоск color amount_tag
13732,279000000,возврат денежный средство договор заём no_nds_tag
13733,3680000,пополнение оборотный средство no_nds_tag
13734,940000,аванс гсм сумма yes_nds_tag
13735,49800,участие конференция address_tag
13736,37500,доплата аренда помещение сентябрь address_tag
13737,3170,перевод собственный средство собственный счёт
13738,2620000,услуга yes_nds_tag перевозка груз
13739,2540,текстиль дом
13740,1390000,обеспечительный платёж вилла
13741,4180,минеральный питьевой вода no_nds_tag
13742,4980,станок бритвенный gillette одноразовый amount_tag
13743,1450,мандарин мини
13744,3380,конфета milla vanilla трюфель классический amount_tag
13745,34300,выплата содержание родный ребёнок
13746,458000000,возврат денежный средство договор заём no_nds_tag
13747,13300,выплата содержание родный ребёнок
13748,4910,кофе зерно yes_nds_tag
13749,520000,договор процентный заём no_nds_tag
13750,4020000,договор процентный заём no_nds_tag
13751,4760,комиссионный вознаграждение валютный перевод
13752,3530,чай ассорти curtis happy holidays dessert tea collection amount_tag
13753,3730,гостиница россия address_tag
13754,13700,частичный картон yes_nds_tag
13755,17700,бронирование отель address_tag
13756,510,мыло хозяйственный ушастый нянь против пятно amount_tag
13757,2440,батончик soj kerlli злаковый банан молочный шоколад amount_tag
13758,4270,скумбрия fish house холодный копчение amount_tag
13759,49500,выплата содержание родный ребёнок
13760,4320000,предоставление кредит приобретение транспортный средство
13761,21000,акт транспортный услуга налогандс
13762,30300,счёт фактура фитингиметизы yes_nds_tag
13763,8600,лечение
13764,3150,гостиница россия address_tag
13765,468000000,возврат денежный средство договор заём no_nds_tag
13766,1910000,запчасть договор поставка гбд ао автодом ауди
13767,1140,туалетный бумага papia балийский цветок слой amount_tag
13768,4900000,договор процентный заём no_nds_tag
13769,3860,сельдь fish house слабосоленая филе кусочки масло amount_tag
13770,36400,аренда машина автомобиль
13771,43900,алименты
13772,9600,комиссия выполнение функция агент валютный контроль операция рамка контракт кредитный обслуживание
13773,4670000,договор лизинг акт приём передача yes_nds_tag
13774,37700,авиабилет проживание основание
13775,4550,чайный напиток принцесса ява каркадэ amount_tag
13776,1740,государственный пошлина
13777,30800,частичный картон yes_nds_tag
13778,2120,крем мыло aura pure cotton хлопок мёд amount_tag
13779,23000,аренда машина автомобиль
13780,103000000,возврат денежный средство договор заём no_nds_tag
13781,18900,покупка непродовольственный товар связать предпринимательский деятельность
13782,800000,игристый вино asti yes_nds_tag
13783,4370,круассан days крем какао amount_tag
13784,6500,возмещение расход страхование осаго договор лизинг сумма no_nds_tag
13785,10900,бронирование отель address_tag
13786,27100,бетон марка yes_nds_tag
13787,7500,возмещение расход страхование осаго договор лизинг сумма no_nds_tag
13788,1970000,строительный работа address_tag
13789,2150,копчёный рыба
13790,37600,участие конференция address_tag
13791,22500,авиабилет проживание основание
